applicant_id,age,gender,race,annual_income,credit_score,debt_to_income,employment_years,loan_amount_requested,previous_defaults,zip_code_risk,ai_risk_score,loan_approved
A00299,68,Male,White,34952.0,640.0,0.501,8.3,31589.0,0,Medium,0.417,1
A00300,40,Female,Hispanic,58369.0,642.0,0.542,11.8,14967.0,0,Low,0.3722,1
A00301,57,Female,White,25502.0,624.0,0.133,8.7,23589.0,0,Medium,0.3465,1
A00302,39,Female,Asian,76701.0,748.0,0.224,6.6,14591.0,0,Low,0.2612,1
A00303,62,Female,Black,42676.0,665.0,0.574,7.9,3026.0,0,Low,0.4654,1
A00304,33,Female,Asian,15000.0,658.0,0.293,10.8,10475.0,0,High,0.3702,1
A00305,67,Female,Black,79334.0,650.0,0.443,12.9,10208.0,2,Low,0.5929,0
A00306,32,Female,White,41136.0,733.0,0.855,2.2,3785.0,0,Low,0.4458,1
A00307,69,Male,Black,87759.0,603.0,0.507,6.1,16479.0,0,Medium,0.4688,1
A00308,35,Male,White,82227.0,823.0,0.318,8.4,10579.0,0,Low,0.2198,1
A00309,24,Female,White,52219.0,621.0,0.329,6.7,32975.0,0,High,0.5049,0
A00310,35,Male,Asian,64903.0,641.0,0.429,8.1,15657.0,0,Low,0.3626,1
A00311,37,Female,White,57366.0,682.0,0.062,14.8,9629.0,0,High,0.3276,1
A00312,47,Female,Black,19975.0,723.0,0.416,5.0,7121.0,1,High,0.5738,0
A00313,31,Male,White,90585.0,663.0,0.308,0.3,6783.0,1,Low,0.4022,1
A00314,43,Female,White,48603.0,659.0,0.338,13.4,26776.0,0,Medium,0.3327,1
A00315,35,Female,Black,55590.0,777.0,0.366,13.1,27651.0,0,Low,0.3799,1
A00316,51,Female,Asian,55947.0,476.0,0.585,8.2,1000.0,0,Medium,0.4827,1
A00317,46,Female,Black,49349.0,628.0,0.388,4.0,39630.0,0,Medium,0.5328,0
A00318,27,Female,White,70991.0,606.0,0.385,9.4,18770.0,0,High,0.4651,1
A00319,33,Female,White,52568.0,644.0,0.457,6.1,28222.0,0,Low,0.5024,0
A00320,33,Female,Asian,42175.0,805.0,0.361,4.8,9976.0,0,Low,0.3159,1
A00321,40,Male,Hispanic,44638.0,619.0,0.449,3.3,8157.0,1,Low,0.5599,0
A00322,54,Male,Other,96567.0,672.0,0.333,5.9,15516.0,0,Medium,0.3459,1
A00323,30,Male,White,56481.0,729.0,0.525,8.2,21752.0,0,High,0.4033,1
A00324,57,Male,Asian,95622.0,609.0,0.542,6.7,20190.0,0,Low,0.4327,1
A00325,47,Male,Asian,31094.0,474.0,0.451,9.5,29694.0,1,Low,0.5444,0
A00326,54,Non-binary,Asian,38860.0,450.0,0.05,5.1,1000.0,0,Low,0.3453,1
A00327,56,Female,White,42920.0,800.0,0.376,4.3,27071.0,0,Low,0.3495,1
A00328,36,Female,Hispanic,52947.0,721.0,0.061,7.5,23139.0,0,Medium,0.3606,1
A00329,41,Female,Black,37137.0,651.0,0.407,6.3,21121.0,2,Low,0.6832,0
A00330,36,Male,Black,51793.0,649.0,0.59,11.9,4529.0,1,High,0.5842,0
A00331,37,Male,Black,60031.0,603.0,0.521,4.6,10015.0,0,Low,0.4597,1
A00332,35,Non-binary,Hispanic,80128.0,695.0,0.31,4.0,24379.0,0,High,0.4018,1
A00333,33,Male,Other,21426.0,745.0,0.326,5.3,1000.0,0,Low,0.2713,1
A00334,53,Female,Hispanic,78223.0,599.0,0.074,4.3,1000.0,1,High,0.5309,0
A00335,25,Male,Hispanic,73468.0,703.0,0.352,3.5,22595.0,1,High,0.5014,0
A00336,47,Male,Hispanic,30645.0,602.0,0.319,0.0,23623.0,0,High,0.5478,0
A00337,21,Male,Hispanic,35289.0,672.0,0.162,1.4,10549.0,0,High,0.3709,1
A00338,64,Female,White,63963.0,629.0,0.203,5.5,10520.0,1,Low,0.4137,1
A00339,50,Female,White,39250.0,762.0,0.17,0.8,27514.0,0,Low,0.4417,1
A00340,43,Female,Hispanic,89275.0,681.0,0.672,8.3,26868.0,0,Medium,0.4514,1
A00341,35,Female,White,54835.0,576.0,0.368,7.5,14603.0,0,High,0.5055,0
A00342,56,Female,Hispanic,24758.0,673.0,0.463,3.3,5718.0,0,Low,0.4797,1
A00343,39,Female,Hispanic,27074.0,769.0,0.487,5.8,32751.0,0,High,0.5152,0
A00344,50,Female,Black,17750.0,571.0,0.592,5.2,5130.0,1,Medium,0.6416,0
A00345,36,Male,Asian,52379.0,655.0,0.587,0.0,24760.0,1,Low,0.531,0
A00346,38,Female,Black,53567.0,644.0,0.492,7.8,30004.0,0,Low,0.5061,0
A00347,46,Female,White,67819.0,699.0,0.122,3.6,17933.0,2,Low,0.5336,0
A00348,37,Male,White,86571.0,661.0,0.493,2.1,12113.0,0,Low,0.4363,1
A00349,31,Male,Asian,55303.0,713.0,0.29,8.7,1858.0,0,Medium,0.2953,1
A00350,65,Male,Other,86681.0,616.0,0.161,7.0,18624.0,0,Low,0.395,1
A00351,49,Male,White,36774.0,664.0,0.294,9.6,3372.0,2,Medium,0.4736,1
A00352,29,Female,White,18198.0,661.0,0.373,5.5,21068.0,0,Medium,0.3836,1
A00353,69,Female,White,74830.0,841.0,0.05,6.9,1000.0,1,High,0.2805,1
A00354,37,Non-binary,Black,73117.0,708.0,0.41,9.2,1232.0,0,Medium,0.3635,1
A00355,47,Female,Black,61330.0,756.0,0.521,12.7,19315.0,0,Medium,0.4084,1
A00356,57,Female,Black,72032.0,846.0,0.363,4.8,26397.0,0,High,0.4391,1
A00357,42,Male,Asian,15000.0,703.0,0.188,7.0,15157.0,1,Low,0.4109,1
A00358,28,Female,Hispanic,43264.0,659.0,0.441,8.3,28507.0,0,Low,0.4466,1
A00359,23,Female,White,82971.0,591.0,0.346,8.3,12390.0,1,High,0.5347,0
A00360,58,Female,White,48548.0,569.0,0.611,3.9,39777.0,0,Low,0.5581,0
A00361,55,Female,Asian,71261.0,486.0,0.05,5.6,4692.0,0,Low,0.4065,1
A00362,52,Female,Black,120067.0,760.0,0.05,8.3,10871.0,0,Medium,0.2329,1
A00363,28,Male,White,80557.0,721.0,0.335,6.7,31513.0,1,Low,0.3812,1
A00364,64,Female,White,45997.0,659.0,0.281,13.7,15417.0,0,Medium,0.2888,1
A00365,47,Female,Hispanic,15000.0,657.0,0.39,4.8,27496.0,0,Low,0.5231,0
A00366,52,Female,White,72897.0,590.0,0.413,2.8,4779.0,0,Medium,0.3999,1
A00367,56,Male,Hispanic,15000.0,725.0,0.578,7.9,8475.0,0,High,0.4298,1
A00368,54,Male,Black,35255.0,626.0,0.314,2.2,23980.0,0,Medium,0.4614,1
A00369,45,Male,White,36493.0,656.0,0.417,4.2,3623.0,2,Medium,0.5126,0
A00370,51,Female,Hispanic,51982.0,580.0,0.153,6.3,5867.0,1,Low,0.5073,0
A00371,62,Male,White,61875.0,596.0,0.72,5.9,16888.0,0,Low,0.4703,1
A00372,67,Female,White,33430.0,764.0,0.516,5.8,31178.0,1,Low,0.4172,1
A00373,33,Male,White,81317.0,780.0,0.482,3.7,21672.0,0,Medium,0.3021,1
A00374,35,Male,Hispanic,90456.0,569.0,0.229,7.5,15917.0,0,Medium,0.3615,1
A00375,33,Female,Hispanic,48945.0,733.0,0.554,14.7,19646.0,0,Medium,0.4037,1
A00376,53,Female,White,81796.0,613.0,0.502,9.3,1000.0,0,High,0.4258,1
A00377,51,Female,Hispanic,37746.0,635.0,0.446,0.0,12202.0,1,Low,0.6178,0
A00378,45,Male,White,29097.0,788.0,0.335,4.4,22409.0,0,Low,0.1974,1
A00379,68,Male,Black,82015.0,654.0,0.192,8.1,20371.0,0,Medium,0.4578,1
A00380,60,Male,Black,61654.0,654.0,0.342,0.0,24117.0,0,Medium,0.4677,1
A00381,43,Male,Black,64812.0,532.0,0.232,0.0,25015.0,0,Low,0.5034,0
A00382,58,Female,White,101015.0,650.0,0.407,3.1,20265.0,0,Low,0.4432,1
A00383,23,Male,White,71660.0,624.0,0.185,2.8,1000.0,0,High,0.4372,1
A00384,36,Non-binary,Black,115057.0,721.0,0.242,12.6,21365.0,0,Medium,0.403,1
A00385,22,Female,White,57328.0,631.0,0.05,7.4,13133.0,0,Medium,0.3268,1
A00386,43,Female,Asian,92789.0,790.0,0.43,5.4,14134.0,1,High,0.3689,1
A00387,54,Non-binary,White,53723.0,716.0,0.415,4.7,14279.0,1,Low,0.3932,1
A00388,50,Male,White,26157.0,698.0,0.274,7.8,20918.0,0,High,0.3406,1
A00389,67,Male,White,75802.0,743.0,0.05,6.8,3302.0,0,Low,0.2265,1
A00390,30,Female,Black,54079.0,698.0,0.097,7.8,1000.0,1,Medium,0.3975,1
A00391,21,Male,Hispanic,106853.0,745.0,0.365,7.3,5619.0,0,Medium,0.2686,1
A00392,42,Non-binary,Black,69096.0,667.0,0.5,10.2,27195.0,1,Medium,0.4905,1
A00393,67,Non-binary,White,78794.0,672.0,0.201,6.1,13628.0,0,Low,0.3531,1
A00394,53,Female,Hispanic,15790.0,608.0,0.531,9.1,23055.0,1,Medium,0.5781,0
A00395,45,Non-binary,White,73126.0,616.0,0.602,7.4,22799.0,0,Low,0.4644,1
A00396,42,Female,Black,53235.0,797.0,0.418,6.8,21968.0,0,Low,0.368,1
A00397,36,Female,Hispanic,35598.0,722.0,0.506,4.4,23267.0,1,Low,0.5664,0
A00398,50,Male,White,90113.0,541.0,0.181,5.7,12777.0,2,Medium,0.4935,1
A00399,38,Female,White,22682.0,775.0,0.083,5.8,24688.0,2,Low,0.3913,1
A00400,44,Male,White,63876.0,691.0,0.629,10.3,21818.0,0,Low,0.4211,1
A00401,25,Female,Hispanic,39644.0,609.0,0.201,6.9,2138.0,0,Low,0.4559,1
A00402,57,Non-binary,Hispanic,61838.0,841.0,0.523,2.4,18594.0,1,Low,0.3319,1
A00403,43,Male,White,48008.0,793.0,0.413,0.0,16507.0,0,Medium,0.3396,1
A00404,62,Male,White,50485.0,748.0,0.614,1.4,22629.0,0,Medium,0.3196,1
A00405,47,Male,Hispanic,56443.0,694.0,0.466,3.2,18257.0,2,Medium,0.6033,0
A00406,32,Female,White,31020.0,711.0,0.174,7.8,15603.0,1,High,0.48,1
A00407,30,Female,White,80679.0,485.0,0.298,3.5,33563.0,0,Medium,0.5904,0
A00408,54,Female,Black,71645.0,747.0,0.455,10.9,24078.0,0,High,0.5353,0
A00409,53,Female,Hispanic,30305.0,696.0,0.268,1.1,18406.0,2,Medium,0.58,0
A00410,36,Male,White,90287.0,702.0,0.507,8.7,6814.0,0,Low,0.3049,1
A00411,49,Female,White,74025.0,700.0,0.364,0.0,19206.0,0,Medium,0.3934,1
A00412,38,Female,Hispanic,57548.0,638.0,0.51,1.5,9467.0,0,Low,0.4821,1
A00413,47,Male,White,19469.0,595.0,0.519,2.0,1471.0,1,Medium,0.4734,1
A00414,27,Male,Black,38867.0,688.0,0.397,2.0,13934.0,0,High,0.4711,1
A00415,56,Female,Hispanic,15000.0,560.0,0.33,3.4,14553.0,1,Low,0.6209,0
A00416,47,Non-binary,White,59498.0,705.0,0.27,9.1,28297.0,0,Low,0.252,1
A00417,30,Female,Black,76169.0,587.0,0.178,8.9,27735.0,0,Medium,0.5137,0
A00418,30,Female,Black,36915.0,767.0,0.608,2.0,24692.0,0,Medium,0.4704,1
A00419,31,Male,Black,55147.0,552.0,0.362,5.2,17122.0,0,Medium,0.4293,1
A00420,50,Non-binary,Black,79814.0,676.0,0.313,7.8,17259.0,0,Low,0.4105,1
A00421,23,Male,Hispanic,39410.0,687.0,0.315,5.3,23553.0,2,Low,0.4723,1
A00422,49,Female,Hispanic,68940.0,790.0,0.342,12.3,24433.0,0,Medium,0.3344,1
A00423,34,Male,White,107614.0,703.0,0.277,7.5,21565.0,0,Medium,0.3867,1
A00424,33,Female,White,73404.0,607.0,0.264,2.5,23086.0,0,Medium,0.4103,1
A00425,39,Male,White,29222.0,600.0,0.145,2.9,17321.0,0,Medium,0.3411,1
A00426,45,Male,Asian,54372.0,810.0,0.357,2.1,15178.0,0,Medium,0.2963,1
A00427,30,Male,Asian,73099.0,677.0,0.546,3.2,1000.0,1,Low,0.4556,1
A00428,35,Male,White,67496.0,663.0,0.242,6.1,14599.0,0,Low,0.3397,1
A00429,48,Male,Black,28183.0,617.0,0.433,5.1,10774.0,1,Medium,0.5064,0
A00430,60,Female,White,65961.0,571.0,0.436,4.1,18975.0,0,Medium,0.4888,1
A00431,69,Male,Asian,49692.0,850.0,0.41,8.3,11236.0,1,Low,0.2638,1
A00432,58,Male,White,43618.0,686.0,0.631,7.4,19373.0,0,Low,0.3986,1
A00433,27,Male,Black,68830.0,581.0,0.44,0.0,1000.0,2,Medium,0.6259,0
A00434,34,Male,White,99093.0,747.0,0.36,0.9,8362.0,1,Low,0.4043,1
A00435,50,Female,White,36354.0,734.0,0.4,2.1,10849.0,0,High,0.4498,1
A00436,60,Female,White,66317.0,568.0,0.477,2.8,7501.0,0,High,0.5423,0
A00437,32,Male,Black,52986.0,627.0,0.611,3.4,49179.0,2,Medium,0.6786,0
A00438,48,Male,White,70248.0,721.0,0.314,4.4,1000.0,0,Medium,0.2145,1
A00439,34,Female,White,57677.0,745.0,0.377,7.4,24754.0,0,Medium,0.2963,1
A00440,21,Female,White,40564.0,611.0,0.809,1.5,27960.0,0,Low,0.5099,0
A00441,24,Male,Black,39593.0,512.0,0.343,2.9,13585.0,1,Medium,0.7093,0
A00442,69,Male,Asian,66535.0,702.0,0.336,0.0,21320.0,2,Medium,0.5277,0
A00443,38,Male,Hispanic,58256.0,757.0,0.224,2.3,24105.0,0,Medium,0.3467,1
A00444,56,Male,Hispanic,70527.0,675.0,0.363,5.2,19357.0,0,High,0.4321,1
A00445,52,Male,White,15097.0,652.0,0.339,2.4,1000.0,1,High,0.5062,0
A00446,48,Male,Hispanic,82322.0,823.0,0.409,1.9,22071.0,2,Low,0.4732,1
A00447,48,Male,Black,90389.0,499.0,0.391,4.0,27711.0,0,Medium,0.5672,0
A00448,58,Female,White,58798.0,745.0,0.054,6.9,38636.0,0,Medium,0.3295,1
A00449,52,Non-binary,White,71513.0,751.0,0.154,2.3,4214.0,0,High,0.3169,1
A00450,28,Female,White,79405.0,611.0,0.326,10.1,16277.0,0,Low,0.39,1
A00451,45,Female,White,50483.0,472.0,0.286,2.6,17716.0,2,Medium,0.6174,0
A00452,67,Male,White,60800.0,748.0,0.195,4.3,17004.0,1,Medium,0.3417,1
A00453,40,Male,White,67134.0,709.0,0.074,10.6,1265.0,0,Low,0.2474,1
A00454,53,Male,White,41917.0,808.0,0.594,8.3,29020.0,2,Low,0.4886,1
A00455,50,Female,Hispanic,58434.0,629.0,0.591,5.4,27968.0,2,High,0.747,0
A00456,57,Female,Black,15000.0,696.0,0.464,7.5,21766.0,0,Medium,0.4867,1
A00457,36,Female,Asian,39378.0,529.0,0.262,0.9,13745.0,0,Medium,0.42,1
A00458,45,Male,White,91620.0,745.0,0.57,13.2,15845.0,0,Low,0.2881,1
A00459,58,Male,White,64659.0,542.0,0.242,1.1,15136.0,0,Medium,0.4156,1
A00460,62,Female,Asian,35094.0,677.0,0.415,6.8,4092.0,0,High,0.3739,1
A00461,30,Female,White,24155.0,586.0,0.231,10.5,25009.0,0,Low,0.4192,1
A00462,25,Male,Hispanic,118063.0,710.0,0.354,7.1,18239.0,1,High,0.5209,0
A00463,28,Female,Black,37460.0,663.0,0.423,5.8,24867.0,2,Medium,0.6378,0
A00464,53,Male,Black,42560.0,659.0,0.125,10.5,20588.0,0,High,0.4207,1
A00465,57,Female,White,69980.0,674.0,0.287,8.5,7946.0,0,Medium,0.308,1
A00466,21,Male,Asian,34228.0,683.0,0.388,4.1,8747.0,0,Low,0.3064,1
A00467,51,Female,White,64407.0,807.0,0.162,12.2,31137.0,2,Low,0.3426,1
A00468,27,Female,White,55708.0,722.0,0.209,3.0,23597.0,1,Low,0.4101,1
A00469,67,Non-binary,Hispanic,25681.0,618.0,0.388,12.5,14198.0,0,Low,0.3655,1
A00470,43,Female,Black,56252.0,626.0,0.27,8.4,23604.0,1,Medium,0.5017,0
A00471,44,Female,Asian,63156.0,771.0,0.166,4.4,9286.0,0,Low,0.2711,1
A00472,34,Male,White,28571.0,584.0,0.354,1.9,28857.0,0,High,0.4798,1
A00473,43,Male,Black,68024.0,681.0,0.415,6.6,4425.0,0,Medium,0.3295,1
A00474,29,Male,Black,72425.0,528.0,0.687,3.5,19968.0,0,High,0.6201,0
A00475,28,Male,White,29434.0,669.0,0.363,6.4,16635.0,0,Medium,0.3317,1
A00476,28,Male,Hispanic,67134.0,581.0,0.352,9.1,18130.0,0,Medium,0.3862,1
A00477,23,Female,White,60747.0,622.0,0.307,9.5,24512.0,0,Low,0.409,1
A00478,52,Male,Black,46408.0,697.0,0.522,11.6,28011.0,0,Medium,0.4193,1
A00479,24,Male,Other,48520.0,734.0,0.399,1.9,13879.0,0,Medium,0.2852,1
A00480,69,Female,Black,64864.0,616.0,0.475,7.0,1000.0,0,High,0.562,0
A00481,58,Female,Hispanic,40235.0,781.0,0.383,0.3,1000.0,0,Low,0.4164,1
A00482,22,Female,Hispanic,69458.0,573.0,0.487,6.0,14180.0,0,Medium,0.5074,0
A00483,29,Female,Hispanic,34950.0,750.0,0.407,0.0,18343.0,0,Medium,0.411,1
A00484,66,Male,Asian,36775.0,642.0,0.139,14.5,21753.0,0,Medium,0.2657,1
A00485,21,Male,White,22858.0,766.0,0.307,11.2,19913.0,1,Low,0.3002,1
A00486,69,Female,Hispanic,15000.0,642.0,0.311,0.0,26905.0,0,Medium,0.4476,1
A00487,31,Male,White,58778.0,617.0,0.417,3.5,36016.0,0,High,0.4963,1
A00488,49,Female,Hispanic,15000.0,735.0,0.373,8.9,18962.0,2,High,0.5584,0
A00489,46,Male,Black,63177.0,720.0,0.55,6.9,21609.0,0,Medium,0.3148,1
A00490,47,Female,Asian,52879.0,631.0,0.41,6.1,10348.0,0,High,0.5415,0
A00491,58,Female,Asian,102153.0,729.0,0.421,7.0,18549.0,0,High,0.4789,1
A00492,49,Female,Black,70184.0,668.0,0.198,9.4,20069.0,0,Medium,0.4105,1
A00493,53,Male,Black,67759.0,693.0,0.373,14.0,19540.0,0,Medium,0.3092,1
A00494,48,Non-binary,Hispanic,38177.0,710.0,0.318,1.5,10493.0,0,Medium,0.4568,1
A00495,51,Female,White,40892.0,553.0,0.05,5.2,19649.0,0,Low,0.4206,1
A00496,39,Male,White,44483.0,680.0,0.153,0.0,18917.0,2,Medium,0.4596,1
A00497,68,Female,White,54115.0,548.0,0.458,5.8,21168.0,1,Medium,0.62,0
A00498,46,Male,Black,40398.0,586.0,0.448,12.6,13995.0,0,Low,0.401,1
A00499,49,Male,White,69264.0,670.0,0.262,7.9,18109.0,0,High,0.2883,1
A00500,31,Male,White,45265.0,768.0,0.266,9.1,39771.0,0,Low,0.2583,1
A00501,61,Female,White,82883.0,659.0,0.18,6.7,18545.0,0,Low,0.3776,1
A00502,52,Female,White,34455.0,648.0,0.498,3.1,28710.0,0,Medium,0.5476,0
A00503,41,Female,White,73654.0,639.0,0.229,0.0,32255.0,1,Medium,0.477,1
A00504,58,Female,White,103260.0,715.0,0.264,11.8,3475.0,0,Low,0.2296,1
A00505,54,Female,White,99204.0,579.0,0.502,4.2,16007.0,1,Low,0.5482,0
A00506,60,Male,Black,33512.0,554.0,0.499,5.3,16460.0,0,Low,0.5121,0
A00507,42,Male,White,83811.0,802.0,0.323,0.0,38142.0,1,Low,0.467,1
A00508,68,Male,Asian,15000.0,717.0,0.352,3.4,36830.0,0,Low,0.3673,1
A00509,47,Male,Black,16095.0,617.0,0.421,6.5,3463.0,0,Medium,0.511,0
A00510,28,Non-binary,White,70017.0,622.0,0.289,7.4,7942.0,0,Low,0.3858,1
A00511,60,Female,White,65938.0,630.0,0.335,12.4,30254.0,0,Low,0.4287,1
A00512,66,Male,Hispanic,70047.0,562.0,0.321,5.0,12776.0,1,Medium,0.4629,1
A00513,51,Male,White,42840.0,652.0,0.453,5.6,24485.0,0,Medium,0.3687,1
A00514,21,Female,Asian,27105.0,682.0,0.563,12.1,15811.0,2,Low,0.5389,0
A00515,59,Male,White,15000.0,802.0,0.522,10.7,7288.0,1,Low,0.2154,1
A00516,54,Female,Black,33462.0,690.0,0.502,0.4,31045.0,0,Low,0.4918,1
A00517,67,Male,Other,71257.0,747.0,0.186,11.8,10730.0,2,High,0.411,1
A00518,44,Female,Black,76508.0,654.0,0.544,0.0,16703.0,0,Low,0.4935,1
A00519,48,Female,Asian,62413.0,639.0,0.249,7.9,6654.0,0,High,0.4916,1
A00520,24,Female,Asian,59901.0,679.0,0.083,9.0,6894.0,1,Low,0.3782,1
A00521,38,Female,Asian,97329.0,757.0,0.223,6.7,18591.0,2,Medium,0.4369,1
A00522,49,Female,Hispanic,90165.0,626.0,0.336,4.5,8486.0,0,High,0.4296,1
A00523,43,Female,White,78598.0,700.0,0.05,4.2,33075.0,1,High,0.4503,1
A00524,57,Male,White,83897.0,698.0,0.457,0.0,24890.0,0,Low,0.4486,1
A00525,47,Male,White,63737.0,678.0,0.475,6.6,25935.0,1,Low,0.4207,1
A00526,36,Non-binary,Other,66958.0,758.0,0.293,6.1,15071.0,0,Medium,0.249,1
A00527,65,Male,White,35675.0,684.0,0.175,12.0,15347.0,0,Medium,0.2074,1
A00528,47,Male,White,64490.0,667.0,0.488,4.9,22437.0,0,High,0.4483,1
A00529,29,Female,Hispanic,38855.0,675.0,0.211,3.9,1000.0,0,Medium,0.3887,1
A00530,25,Non-binary,White,86013.0,489.0,0.107,3.9,13447.0,1,Low,0.4892,1
A00531,28,Female,Black,70624.0,666.0,0.34,2.6,1000.0,0,Medium,0.3869,1
A00532,38,Female,Asian,44300.0,584.0,0.354,4.2,20273.0,0,Low,0.4675,1
A00533,55,Female,Black,72551.0,661.0,0.397,1.9,6434.0,0,Medium,0.4458,1
A00534,26,Female,Black,83047.0,678.0,0.465,8.5,16791.0,0,Medium,0.4609,1
A00535,63,Female,Black,33213.0,721.0,0.483,7.6,9126.0,0,Low,0.4494,1
A00536,43,Female,Black,48573.0,850.0,0.16,0.2,32275.0,0,High,0.4283,1
A00537,66,Female,White,30701.0,801.0,0.05,6.4,40611.0,0,Medium,0.3015,1
A00538,46,Male,Black,54008.0,679.0,0.419,10.5,27169.0,0,High,0.4987,1
A00539,59,Female,White,88368.0,730.0,0.357,10.2,27730.0,0,Medium,0.3737,1
A00540,44,Female,Black,55015.0,644.0,0.281,1.8,17574.0,0,High,0.5703,0
A00541,30,Male,Black,69517.0,697.0,0.328,11.3,11719.0,1,Medium,0.4715,1
A00542,35,Male,White,41358.0,699.0,0.225,3.9,1000.0,0,High,0.3509,1
A00543,58,Non-binary,Black,76250.0,592.0,0.609,6.1,19819.0,0,Medium,0.5463,0
A00544,40,Male,Black,53419.0,639.0,0.05,4.6,14989.0,0,Low,0.3762,1
A00545,49,Female,White,74068.0,527.0,0.413,1.2,20244.0,1,Low,0.6126,0
A00546,26,Male,White,76695.0,664.0,0.157,2.9,10892.0,0,High,0.3474,1
A00547,68,Male,Hispanic,28635.0,677.0,0.251,11.0,3086.0,0,Medium,0.2406,1
A00548,29,Female,Hispanic,37911.0,673.0,0.284,11.1,6411.0,1,Low,0.499,1
A00549,25,Male,Black,44701.0,590.0,0.203,8.7,33317.0,0,Medium,0.4528,1
A00550,68,Male,Hispanic,99382.0,673.0,0.316,5.1,37353.0,0,Low,0.4272,1
A00551,59,Male,Black,88942.0,695.0,0.05,13.2,2283.0,0,High,0.3629,1
A00552,39,Female,Asian,57504.0,722.0,0.12,10.0,11296.0,1,Medium,0.3151,1
A00553,25,Female,White,123499.0,704.0,0.072,5.5,1000.0,0,Low,0.2674,1
A00554,40,Female,Asian,22226.0,652.0,0.167,0.0,18613.0,0,Low,0.3609,1
A00555,31,Female,Black,49107.0,667.0,0.231,9.4,18872.0,0,Medium,0.4035,1
A00556,47,Female,Black,84379.0,703.0,0.349,11.0,16842.0,0,High,0.4443,1
A00557,49,Female,Hispanic,56104.0,642.0,0.253,7.7,12963.0,1,Medium,0.4616,1
A00558,27,Female,White,33788.0,603.0,0.22,0.0,20452.0,2,Medium,0.595,0
A00559,23,Female,Hispanic,64944.0,646.0,0.271,6.8,24512.0,0,Medium,0.3615,1
A00560,25,Male,White,121898.0,715.0,0.245,14.7,24938.0,0,Low,0.3109,1
A00561,33,Male,White,34106.0,745.0,0.294,5.4,30200.0,1,High,0.4118,1
A00562,36,Female,Hispanic,36704.0,764.0,0.3,13.9,14509.0,0,Medium,0.3319,1
A00563,32,Male,White,28109.0,604.0,0.233,8.8,12147.0,0,Low,0.3536,1
A00564,59,Male,White,44507.0,850.0,0.114,6.2,27528.0,0,Low,0.1815,1
A00565,47,Female,Asian,82069.0,616.0,0.343,11.6,12379.0,0,Medium,0.3901,1
A00566,65,Male,Asian,94190.0,660.0,0.475,3.6,15864.0,0,Medium,0.3343,1
A00567,53,Female,Black,23363.0,787.0,0.191,1.1,12524.0,0,Low,0.3344,1
A00568,35,Male,Hispanic,70220.0,530.0,0.334,1.1,34981.0,0,Medium,0.5208,0
A00569,41,Female,Other,74342.0,692.0,0.283,6.8,23849.0,0,Medium,0.376,1
A00570,64,Male,Black,37941.0,654.0,0.437,7.8,6655.0,0,Low,0.392,1
A00571,37,Female,Asian,73547.0,554.0,0.22,3.3,17986.0,1,Low,0.5081,0
A00572,57,Male,White,64398.0,556.0,0.318,10.9,22053.0,1,Medium,0.4957,1
A00573,69,Female,Hispanic,82300.0,781.0,0.331,6.4,6770.0,0,High,0.4067,1
A00574,35,Female,White,15000.0,726.0,0.388,9.3,21543.0,0,Low,0.4339,1
A00575,40,Male,Hispanic,62279.0,765.0,0.185,3.3,16491.0,1,Low,0.3443,1
A00576,39,Female,Hispanic,75356.0,586.0,0.396,5.3,5748.0,1,Low,0.4951,1
A00577,21,Female,White,81171.0,706.0,0.27,0.0,4531.0,0,Low,0.4206,1
A00578,24,Male,Black,75158.0,850.0,0.427,4.9,31688.0,0,Low,0.3508,1
A00579,23,Male,Asian,24829.0,659.0,0.29,6.9,9612.0,0,Medium,0.3663,1
A00580,28,Male,Asian,90676.0,685.0,0.538,3.8,28080.0,0,Medium,0.356,1
A00581,61,Male,White,73640.0,681.0,0.109,5.8,24567.0,0,Medium,0.2769,1
A00582,64,Non-binary,Hispanic,55472.0,670.0,0.432,7.0,11766.0,0,Low,0.3934,1
A00583,25,Male,White,55900.0,610.0,0.397,3.9,22990.0,1,Medium,0.4807,1
A00584,29,Female,Hispanic,99093.0,684.0,0.419,4.9,21282.0,0,Low,0.4418,1
A00585,21,Male,White,72808.0,826.0,0.508,3.1,27067.0,0,Low,0.2388,1
A00586,63,Male,White,58891.0,675.0,0.08,2.2,19748.0,2,Medium,0.4488,1
A00587,50,Male,White,33755.0,790.0,0.675,10.9,14681.0,0,Low,0.3099,1
A00588,27,Male,White,49332.0,850.0,0.428,0.3,31237.0,0,Low,0.2792,1
A00589,42,Female,Hispanic,33687.0,607.0,0.639,9.4,25310.0,1,Medium,0.6371,0
A00590,40,Male,White,15000.0,729.0,0.63,0.5,11567.0,0,Medium,0.4115,1
A00591,49,Female,Hispanic,60595.0,575.0,0.414,12.0,16236.0,0,Low,0.477,1
A00592,47,Female,Other,15000.0,667.0,0.389,8.3,30997.0,0,Low,0.3718,1
A00593,45,Male,Hispanic,39275.0,850.0,0.462,4.5,32987.0,0,Medium,0.3461,1
A00594,66,Male,Black,47267.0,738.0,0.05,9.8,16218.0,0,High,0.3626,1
A00595,55,Male,Black,18508.0,708.0,0.337,10.3,22876.0,0,High,0.4331,1
A00596,47,Male,White,80468.0,574.0,0.495,8.3,21609.0,0,High,0.4538,1
