case_id,age,gender,race,prior_offenses,charge_severity,employed,education_level,community_ties,ai_recidivism_score,ai_recommends_detention
J00419,59,Male,Asian,1,Low,0,HS Diploma,1,0.4245,0
J00420,46,Male,Hispanic,2,Low,1,No HS,1,0.4756,0
J00421,33,Male,White,3,Low,1,No HS,1,0.4711,0
J00422,53,Male,White,1,Medium,1,HS Diploma,0,0.4421,0
J00423,18,Male,Black,1,Low,0,No HS,0,0.7429,1
J00424,35,Male,White,0,Medium,0,HS Diploma,1,0.4086,0
J00425,21,Female,Black,2,Low,0,HS Diploma,0,0.6735,1
J00426,22,Male,Black,2,High,0,College+,1,0.63,1
J00427,38,Male,White,0,Medium,1,HS Diploma,1,0.2404,0
J00428,21,Male,Hispanic,3,Low,0,Some College,1,0.5515,1
J00429,37,Male,Hispanic,4,High,0,College+,1,0.8328,1
J00430,36,Male,Hispanic,0,High,0,Some College,1,0.5534,1
J00431,52,Male,White,0,Low,1,Some College,1,0.1822,0
J00432,62,Male,Black,2,High,1,College+,1,0.5216,0
J00433,41,Male,White,1,High,1,HS Diploma,1,0.3763,0
J00434,37,Male,Hispanic,3,Medium,0,No HS,0,0.88,1
J00435,45,Female,Hispanic,0,Low,1,HS Diploma,1,0.2229,0
J00436,55,Male,Black,1,High,0,Some College,0,0.7847,1
J00437,41,Male,Black,1,Low,1,Some College,1,0.3374,0
J00438,37,Female,Hispanic,0,Medium,0,Some College,0,0.502,0
J00439,41,Female,White,4,Low,0,College+,0,0.637,1
J00440,23,Male,White,1,Medium,0,Some College,1,0.4859,0
J00441,55,Female,White,1,High,1,No HS,1,0.4939,0
J00442,42,Female,Black,0,High,0,HS Diploma,0,0.6474,1
J00443,49,Male,Other,1,High,0,No HS,1,0.5935,1
J00444,34,Male,Hispanic,2,Medium,0,HS Diploma,1,0.6535,1
J00445,34,Male,White,2,Low,1,No HS,1,0.4004,0
J00446,22,Male,White,3,Low,0,College+,1,0.4766,0
J00447,34,Male,Black,0,Medium,0,Some College,1,0.5078,0
J00448,26,Male,Other,0,High,0,No HS,1,0.5658,1
J00449,37,Male,White,2,Medium,1,College+,1,0.3519,0
J00450,19,Male,Other,2,Medium,1,College+,1,0.3893,0
J00451,36,Male,White,1,Low,1,College+,0,0.3037,0
J00452,26,Female,Asian,0,Medium,0,No HS,1,0.4062,0
J00453,57,Male,Hispanic,1,Low,1,No HS,1,0.372,0
J00454,36,Male,Asian,2,High,0,No HS,1,0.7275,1
J00455,62,Male,Asian,0,High,1,College+,1,0.3108,0
J00456,21,Male,White,0,Low,1,Some College,1,0.1703,0
J00457,23,Male,Hispanic,0,Medium,0,No HS,0,0.6103,1
J00458,53,Female,Hispanic,0,Low,1,College+,1,0.151,0
J00459,28,Male,Hispanic,0,Medium,1,HS Diploma,1,0.4608,0
J00460,38,Male,Black,0,Low,0,College+,0,0.4624,0
J00461,59,Male,Black,1,High,0,Some College,1,0.6182,1
J00462,42,Male,Hispanic,0,Low,0,Some College,0,0.5103,0
J00463,47,Male,White,1,Medium,0,HS Diploma,1,0.4618,0
J00464,35,Male,Hispanic,0,Medium,1,HS Diploma,0,0.4805,0
J00465,42,Male,White,0,Low,1,No HS,1,0.2432,0
J00466,38,Female,White,4,Low,1,No HS,1,0.5342,0
J00467,40,Male,Black,2,Low,1,College+,1,0.3265,0
J00468,47,Female,Hispanic,1,Medium,1,College+,1,0.2982,0
J00469,61,Female,Hispanic,1,High,1,Some College,1,0.4341,0
J00470,63,Male,Other,0,Medium,0,HS Diploma,1,0.4561,0
J00471,35,Female,White,2,Low,1,No HS,0,0.4461,0
J00472,50,Male,White,0,Low,1,HS Diploma,0,0.3419,0
J00473,62,Male,White,0,Low,0,Some College,0,0.4179,0
J00474,52,Female,White,1,Medium,1,HS Diploma,1,0.2158,0
J00475,63,Male,White,0,Low,1,HS Diploma,1,0.2023,0
J00476,39,Male,White,1,Low,1,HS Diploma,1,0.1681,0
J00477,41,Female,Black,0,Low,0,HS Diploma,1,0.3363,0
J00478,40,Male,Hispanic,0,Low,0,Some College,0,0.4477,0
J00479,18,Male,Hispanic,2,Medium,0,HS Diploma,0,0.654,1
J00480,32,Male,Black,1,Medium,1,College+,1,0.3184,0
J00481,45,Male,White,0,Low,1,HS Diploma,1,0.1855,0
J00482,59,Male,White,0,Low,0,No HS,1,0.3959,0
J00483,37,Male,White,0,High,1,No HS,1,0.3871,0
J00484,53,Male,Black,2,Low,1,Some College,1,0.3949,0
J00485,60,Male,White,1,Low,0,HS Diploma,0,0.5691,1
J00486,33,Male,White,1,Low,1,HS Diploma,0,0.361,0
J00487,22,Male,Other,0,Low,1,College+,0,0.1884,0
J00488,60,Male,Black,1,Low,0,Some College,0,0.5801,1
J00489,32,Male,White,0,Medium,1,No HS,0,0.3834,0
J00490,19,Male,Black,1,Low,1,HS Diploma,0,0.4978,0
J00491,41,Male,White,1,Medium,0,Some College,0,0.5977,1
J00492,30,Female,White,2,Medium,1,No HS,0,0.6122,1
J00493,40,Female,White,2,Low,0,HS Diploma,0,0.57,1
J00494,29,Female,White,0,Low,1,College+,0,0.1279,0
J00495,63,Female,Black,3,Medium,0,Some College,1,0.6905,1
J00496,50,Male,Black,0,High,1,HS Diploma,0,0.4916,0
J00497,61,Male,White,0,Medium,1,HS Diploma,1,0.3134,0
J00498,62,Male,Hispanic,0,Medium,0,HS Diploma,0,0.5808,1
J00499,42,Female,White,2,Low,0,College+,1,0.3502,0
J00500,52,Male,Hispanic,1,Medium,0,HS Diploma,1,0.5337,0
J00501,52,Male,White,0,Low,0,College+,1,0.2529,0
J00502,18,Male,White,0,Medium,1,College+,1,0.2305,0
J00503,60,Male,White,0,Low,1,HS Diploma,0,0.2161,0
J00504,21,Male,White,3,Low,1,College+,1,0.3514,0
J00505,48,Male,Other,1,Low,1,HS Diploma,1,0.2971,0
J00506,45,Male,White,0,Medium,1,HS Diploma,0,0.3216,0
J00507,28,Female,Black,3,High,0,No HS,1,0.9198,1
J00508,49,Male,Hispanic,0,Medium,1,HS Diploma,0,0.4734,0
J00509,19,Male,White,1,Medium,1,Some College,1,0.2723,0
J00510,61,Female,White,1,Low,0,HS Diploma,1,0.3841,0
J00511,30,Female,Hispanic,0,High,0,No HS,1,0.5566,1
J00512,34,Male,White,0,Low,1,No HS,0,0.3346,0
J00513,21,Male,Hispanic,1,Low,0,HS Diploma,0,0.5127,0
J00514,48,Female,Black,3,Low,1,Some College,0,0.5272,0
J00515,55,Male,Black,2,High,0,College+,1,0.6246,1
J00516,20,Male,Other,1,Low,0,Some College,0,0.4355,0
J00517,60,Female,Hispanic,3,High,0,No HS,1,0.8375,1
J00518,29,Female,Hispanic,1,Low,1,HS Diploma,1,0.2976,0
J00519,61,Male,Black,0,High,0,Some College,1,0.5288,0
J00520,35,Male,White,4,Low,1,HS Diploma,1,0.4309,0
J00521,47,Male,Hispanic,1,Medium,0,College+,0,0.5929,1
J00522,63,Female,White,0,Low,1,Some College,0,0.2379,0
J00523,28,Male,Asian,2,Low,0,Some College,0,0.591,1
J00524,41,Male,Hispanic,1,Medium,0,Some College,0,0.6512,1
J00525,38,Male,Hispanic,0,Low,0,No HS,1,0.4741,0
J00526,52,Female,White,0,Low,0,Some College,0,0.3534,0
J00527,21,Male,White,1,Low,1,HS Diploma,0,0.3426,0
J00528,43,Female,Hispanic,0,Medium,0,Some College,0,0.519,0
J00529,25,Female,Other,1,Low,1,HS Diploma,1,0.1873,0
J00530,41,Male,Hispanic,0,High,1,HS Diploma,0,0.5427,0
J00531,60,Male,Hispanic,1,High,0,College+,0,0.6029,1
J00532,62,Male,Black,4,Low,0,HS Diploma,1,0.7547,1
J00533,29,Male,White,2,Low,0,No HS,0,0.6591,1
J00534,22,Male,Hispanic,1,High,0,HS Diploma,0,0.7151,1
J00535,33,Male,White,0,Low,0,HS Diploma,1,0.3368,0
J00536,49,Male,White,1,Medium,1,Some College,1,0.2955,0
J00537,46,Female,Hispanic,2,Medium,1,HS Diploma,1,0.5027,0
J00538,50,Male,Hispanic,0,Low,1,College+,1,0.1596,0
J00539,58,Male,White,0,High,0,College+,1,0.4467,0
J00540,31,Male,White,1,Medium,1,HS Diploma,0,0.4602,0
J00541,42,Male,Hispanic,1,Medium,1,No HS,1,0.4493,0
J00542,25,Female,Asian,2,Medium,1,HS Diploma,0,0.5358,0
J00543,44,Male,White,1,Low,1,HS Diploma,1,0.2698,0
J00544,52,Female,Hispanic,2,High,1,HS Diploma,1,0.446,0
J00545,39,Male,Black,0,Medium,0,College+,1,0.4264,0
J00546,24,Female,Black,0,Low,1,Some College,1,0.2879,0
J00547,53,Female,Asian,2,High,1,College+,1,0.375,0
J00548,64,Male,Black,0,Medium,0,College+,1,0.4419,0
J00549,29,Male,Hispanic,0,Low,0,Some College,0,0.4336,0
J00550,26,Male,Black,0,Low,0,College+,1,0.3437,0
J00551,62,Female,Black,2,Medium,1,Some College,1,0.4712,0
J00552,52,Female,Black,2,Low,0,No HS,0,0.7308,1
J00553,56,Male,Black,0,High,1,HS Diploma,1,0.4681,0
J00554,36,Male,Hispanic,3,High,0,Some College,1,0.7648,1
J00555,45,Female,White,1,Medium,1,Some College,1,0.2545,0
J00556,46,Male,Hispanic,4,Medium,1,College+,1,0.5554,1
J00557,25,Male,White,4,High,1,Some College,1,0.6706,1
J00558,60,Male,White,2,Low,1,No HS,0,0.5003,0
J00559,44,Female,Asian,0,Medium,0,No HS,1,0.4473,0
J00560,22,Female,Black,0,Low,1,HS Diploma,1,0.1948,0
J00561,46,Male,Hispanic,1,Medium,0,HS Diploma,0,0.6164,1
J00562,52,Male,Hispanic,0,High,0,HS Diploma,1,0.6309,1
J00563,50,Male,Hispanic,2,Low,0,Some College,1,0.5435,0
J00564,49,Male,White,3,High,1,HS Diploma,1,0.6102,1
J00565,38,Male,Hispanic,4,Medium,1,Some College,1,0.6292,1
J00566,27,Male,Hispanic,0,High,0,HS Diploma,0,0.6878,1
J00567,59,Female,White,0,High,0,HS Diploma,0,0.5869,1
J00568,33,Male,White,0,High,1,Some College,0,0.411,0
J00569,28,Male,White,0,High,1,No HS,0,0.5352,0
J00570,36,Male,White,0,Low,1,College+,0,0.167,0
J00571,30,Male,Hispanic,0,Medium,0,Some College,1,0.3987,0
J00572,32,Male,Black,0,Low,0,No HS,0,0.558,1
J00573,59,Male,Black,0,Medium,1,Some College,1,0.3802,0
J00574,53,Male,White,2,Medium,1,No HS,1,0.4747,0
J00575,49,Male,White,1,High,1,Some College,0,0.5143,0
J00576,36,Male,Black,1,Medium,0,HS Diploma,1,0.5555,1
J00577,32,Male,Asian,1,Medium,1,Some College,0,0.3936,0
J00578,55,Male,Hispanic,0,Low,1,HS Diploma,0,0.33,0
J00579,39,Male,Asian,3,High,0,College+,1,0.6103,1
J00580,30,Male,Black,0,Medium,0,HS Diploma,1,0.4731,0
J00581,37,Male,White,1,High,1,Some College,1,0.3355,0
J00582,32,Male,White,0,High,0,Some College,1,0.4832,0
J00583,24,Male,Asian,4,High,0,HS Diploma,1,0.8537,1
J00584,39,Male,Black,3,Medium,1,College+,1,0.4857,0
J00585,60,Male,Hispanic,0,High,0,No HS,1,0.6549,1
J00586,37,Male,Hispanic,4,Medium,1,Some College,1,0.5739,1
J00587,36,Male,Hispanic,1,Medium,0,No HS,0,0.7444,1
J00588,44,Male,White,2,Medium,1,No HS,0,0.5692,1
J00589,25,Male,Hispanic,0,Low,0,HS Diploma,1,0.4588,0
J00590,35,Male,Hispanic,0,Low,1,Some College,0,0.2941,0
J00591,27,Female,Black,2,Medium,1,Some College,0,0.5914,1
J00592,58,Female,Hispanic,0,High,1,HS Diploma,1,0.3301,0
J00593,52,Female,Other,3,Medium,1,HS Diploma,1,0.455,0
J00594,32,Male,White,0,Medium,0,Some College,1,0.3522,0
J00595,40,Male,Black,0,Medium,1,No HS,0,0.534,0
J00596,29,Male,Hispanic,1,Low,1,Some College,1,0.2357,0
J00597,44,Male,Hispanic,0,Medium,0,No HS,1,0.4957,0
J00598,23,Male,Black,4,Medium,0,No HS,1,0.8377,1
J00599,41,Female,Hispanic,0,High,0,Some College,0,0.5635,1
J00600,39,Male,Hispanic,0,Medium,0,College+,0,0.4835,0
J00601,26,Female,Black,1,Medium,0,No HS,1,0.5304,0
J00602,27,Male,White,2,Low,0,Some College,1,0.4675,0
J00603,20,Male,White,4,Low,0,No HS,1,0.7272,1
J00604,23,Male,Other,0,Medium,1,College+,1,0.1033,0
J00605,43,Male,Asian,1,High,0,HS Diploma,0,0.7274,1
J00606,62,Male,Hispanic,1,High,1,Some College,1,0.4185,0
J00607,31,Male,Hispanic,0,Medium,0,No HS,1,0.5144,0
J00608,53,Male,White,1,Medium,1,College+,0,0.3589,0
J00609,59,Female,White,2,Low,0,HS Diploma,0,0.5343,0
J00610,36,Female,Asian,0,Low,1,HS Diploma,1,0.1089,0
J00611,56,Female,Black,0,High,0,Some College,0,0.5979,1
J00612,40,Female,Black,1,High,1,HS Diploma,1,0.485,0
J00613,22,Male,Asian,2,Low,1,HS Diploma,0,0.4258,0
J00614,61,Female,Black,0,Medium,0,No HS,1,0.5024,0
J00615,32,Male,Black,0,Medium,0,HS Diploma,1,0.4871,0
J00616,47,Male,White,0,Low,1,College+,1,0.1307,0
J00617,50,Male,Other,4,High,0,Some College,1,0.7738,1
J00618,55,Male,Other,1,Low,0,HS Diploma,1,0.3528,0
J00619,36,Female,White,0,High,0,College+,0,0.4978,0
J00620,22,Male,Hispanic,0,High,0,College+,1,0.5343,0
J00621,26,Female,Hispanic,0,Medium,0,HS Diploma,1,0.4431,0
J00622,24,Female,White,0,High,1,No HS,1,0.4419,0
J00623,41,Male,White,2,Low,1,HS Diploma,0,0.3736,0
J00624,58,Male,White,1,Medium,0,Some College,0,0.5326,0
J00625,33,Male,White,2,Medium,1,Some College,0,0.5513,1
J00626,54,Male,Black,0,High,1,College+,1,0.395,0
J00627,27,Male,Black,0,Medium,0,No HS,1,0.5098,0
J00628,38,Female,Other,1,Medium,0,College+,1,0.39,0
J00629,38,Male,White,1,Low,1,No HS,1,0.3161,0
J00630,64,Male,Hispanic,0,High,1,HS Diploma,1,0.4577,0
J00631,32,Male,Black,1,High,1,College+,0,0.5402,0
J00632,30,Female,White,0,High,0,Some College,0,0.5719,1
J00633,24,Male,Hispanic,0,High,1,Some College,1,0.3783,0
J00634,57,Female,Black,1,Low,0,HS Diploma,1,0.4764,0
J00635,25,Male,Asian,0,Low,1,College+,1,0.1647,0
J00636,60,Male,Asian,2,High,0,No HS,0,0.8326,1
J00637,58,Male,Hispanic,3,High,1,HS Diploma,0,0.7031,1
J00638,55,Male,White,0,Medium,1,HS Diploma,1,0.2258,0
J00639,19,Male,Other,4,Medium,1,No HS,0,0.7748,1
J00640,54,Female,White,1,Medium,0,HS Diploma,1,0.3624,0
J00641,39,Female,Asian,4,Medium,0,No HS,1,0.705,1
J00642,21,Male,Black,4,Low,1,College+,1,0.6154,1
J00643,64,Male,White,2,Low,1,HS Diploma,0,0.426,0
J00644,24,Female,Hispanic,0,Low,1,Some College,0,0.2829,0
J00645,18,Female,Black,1,Medium,1,College+,0,0.379,0
J00646,36,Male,Hispanic,2,Low,1,College+,1,0.3378,0
J00647,47,Male,Black,0,High,1,College+,1,0.4055,0
J00648,19,Male,White,3,High,0,Some College,1,0.6858,1
J00649,30,Male,White,2,Medium,1,HS Diploma,0,0.5186,0
J00650,45,Male,White,3,Low,0,HS Diploma,1,0.5195,0
J00651,31,Female,Black,1,Medium,0,Some College,1,0.4788,0
J00652,20,Male,White,0,Medium,0,HS Diploma,1,0.4153,0
J00653,33,Male,Hispanic,1,Low,1,College+,1,0.3232,0
J00654,42,Male,White,2,Medium,0,College+,1,0.4277,0
J00655,63,Female,Black,1,Low,0,College+,1,0.4061,0
J00656,64,Female,Black,0,High,0,HS Diploma,1,0.6038,1
J00657,20,Female,Hispanic,0,Medium,0,Some College,1,0.3825,0
J00658,51,Female,Hispanic,1,Medium,1,Some College,0,0.4468,0
J00659,20,Female,Other,0,High,1,HS Diploma,0,0.4678,0
J00660,58,Female,White,1,Medium,1,HS Diploma,1,0.3792,0
J00661,46,Male,White,1,High,0,College+,1,0.5825,1
J00662,57,Male,Black,0,Low,0,Some College,1,0.3046,0
J00663,36,Female,Asian,1,Medium,1,No HS,0,0.4396,0
J00664,37,Female,Black,2,Low,1,No HS,0,0.5674,1
J00665,38,Male,White,3,Medium,0,College+,0,0.6654,1
J00666,37,Male,Hispanic,0,High,0,No HS,1,0.6666,1
J00667,45,Male,Hispanic,1,High,0,Some College,0,0.7212,1
J00668,64,Male,Hispanic,2,High,1,Some College,1,0.5464,0
J00669,44,Male,Black,0,Medium,1,College+,1,0.2805,0
J00670,61,Male,Black,0,Low,1,Some College,0,0.3557,0
J00671,63,Male,Black,1,Low,0,HS Diploma,0,0.6286,1
J00672,42,Female,Black,0,Low,1,HS Diploma,0,0.3609,0
J00673,19,Female,White,1,Medium,1,No HS,0,0.3603,0
J00674,60,Male,White,3,Medium,0,HS Diploma,1,0.593,1
J00675,41,Female,White,0,Medium,1,College+,1,0.149,0
J00676,50,Male,Hispanic,0,High,1,Some College,0,0.5079,0
J00677,36,Male,Black,0,Medium,1,No HS,1,0.4348,0
J00678,43,Female,Asian,0,Low,1,HS Diploma,1,0.0788,0
J00679,63,Female,Hispanic,1,Low,1,HS Diploma,1,0.252,0
J00680,58,Male,Hispanic,0,High,1,Some College,1,0.3967,0
J00681,20,Female,White,3,High,0,College+,1,0.6471,1
J00682,44,Female,White,2,Low,1,Some College,0,0.3714,0
J00683,31,Male,White,0,High,0,Some College,1,0.4782,0
J00684,37,Male,Hispanic,0,Medium,0,HS Diploma,1,0.4901,0
J00685,52,Female,Black,0,High,0,No HS,0,0.7525,1
J00686,40,Female,White,0,High,0,HS Diploma,1,0.4,0
J00687,42,Male,Hispanic,0,High,1,Some College,1,0.363,0
J00688,21,Male,Black,1,Medium,1,HS Diploma,0,0.5488,0
J00689,19,Female,Hispanic,1,Low,1,HS Diploma,0,0.3749,0
J00690,19,Male,Asian,4,Low,1,HS Diploma,1,0.4923,0
J00691,42,Male,Asian,2,Medium,0,Some College,0,0.6024,1
J00692,64,Male,White,0,Low,0,HS Diploma,0,0.4206,0
J00693,40,Male,White,2,Low,0,Some College,1,0.4572,0
J00694,38,Male,Black,0,Low,1,No HS,0,0.3923,0
J00695,62,Male,White,0,Medium,1,HS Diploma,0,0.3737,0
J00696,42,Male,White,1,Medium,1,College+,1,0.2318,0
J00697,44,Male,Other,1,High,1,Some College,0,0.4256,0
J00698,28,Male,Other,1,High,1,No HS,1,0.5356,0
J00699,31,Male,White,2,High,0,HS Diploma,0,0.8297,1
J00700,34,Male,Hispanic,2,High,1,College+,0,0.6035,1
J00701,32,Female,White,0,High,1,HS Diploma,0,0.4345,0
J00702,63,Male,Black,1,High,1,Some College,1,0.4713,0
J00703,48,Female,Hispanic,4,High,0,Some College,0,0.9521,1
J00704,51,Male,Black,2,Low,0,HS Diploma,0,0.7452,1
J00705,53,Female,Hispanic,1,High,0,No HS,1,0.6787,1
J00706,57,Female,Other,4,Low,0,HS Diploma,0,0.7518,1
J00707,61,Female,White,0,Medium,1,College+,0,0.2485,0
J00708,30,Male,Asian,0,Medium,1,No HS,0,0.4238,0
J00709,35,Male,Black,2,Medium,0,Some College,1,0.6204,1
J00710,34,Male,Black,1,Medium,0,College+,1,0.4852,0
J00711,62,Female,White,0,Medium,0,Some College,1,0.4071,0
J00712,61,Male,Hispanic,0,Medium,0,HS Diploma,1,0.5193,0
J00713,56,Female,Hispanic,0,Medium,1,Some College,1,0.2101,0
J00714,45,Male,Asian,1,Low,0,College+,0,0.4482,0
J00715,43,Male,White,0,Medium,0,College+,1,0.3412,0
J00716,31,Male,White,0,Medium,0,No HS,1,0.4997,0
J00717,54,Male,White,0,Medium,1,No HS,1,0.3201,0
J00718,28,Male,Black,0,Low,1,College+,0,0.2689,0
J00719,49,Male,White,0,Medium,1,College+,0,0.2459,0
J00720,41,Male,White,0,High,1,HS Diploma,0,0.4494,0
J00721,48,Female,White,1,Low,0,College+,1,0.3161,0
J00722,57,Male,White,1,Medium,0,HS Diploma,1,0.5147,0
J00723,58,Male,Black,0,Low,1,No HS,1,0.4066,0
J00724,25,Male,Black,1,Medium,1,Some College,1,0.2834,0
J00725,56,Female,Hispanic,3,Medium,0,Some College,1,0.6874,1
J00726,25,Male,Hispanic,0,High,1,HS Diploma,1,0.341,0
J00727,64,Male,Hispanic,4,Low,0,College+,0,0.7439,1
J00728,48,Male,Hispanic,0,High,1,HS Diploma,0,0.5398,0
J00729,36,Male,White,0,Medium,1,HS Diploma,0,0.3254,0
J00730,53,Female,Black,0,Medium,1,Some College,1,0.2848,0
J00731,56,Female,White,1,High,0,HS Diploma,1,0.5257,0
J00732,49,Male,White,0,Low,0,Some College,0,0.4517,0
J00733,38,Male,Hispanic,1,Low,1,HS Diploma,0,0.3773,0
J00734,40,Male,Hispanic,3,High,1,Some College,1,0.6305,1
J00735,53,Female,White,0,High,1,HS Diploma,1,0.3596,0
J00736,32,Male,White,2,High,0,HS Diploma,1,0.5989,1
J00737,19,Male,Black,0,Low,1,HS Diploma,1,0.2356,0
J00738,29,Male,White,2,Medium,0,College+,1,0.454,0
J00739,55,Male,Hispanic,3,Medium,1,College+,0,0.5051,0
J00740,23,Male,Hispanic,0,High,1,College+,0,0.4836,0
J00741,63,Female,Black,1,Low,1,College+,1,0.2517,0
J00742,55,Male,Asian,0,High,0,Some College,0,0.6005,1
J00743,18,Male,White,0,Low,0,No HS,0,0.5312,0
J00744,55,Female,White,2,Low,0,HS Diploma,1,0.4588,0
J00745,43,Male,Hispanic,1,Low,1,Some College,1,0.2201,0
J00746,40,Male,Other,2,Low,0,No HS,1,0.5355,0
J00747,18,Male,Other,1,Low,1,No HS,1,0.365,0
J00748,38,Female,White,0,Low,0,No HS,1,0.347,0
J00749,36,Male,Black,1,Medium,0,No HS,1,0.6448,1
J00750,46,Female,White,0,High,0,No HS,1,0.5741,1
J00751,43,Female,Hispanic,0,High,1,HS Diploma,0,0.5315,0
J00752,51,Male,Hispanic,0,Low,1,HS Diploma,0,0.4252,0
J00753,34,Female,Hispanic,2,Medium,0,HS Diploma,1,0.586,1
J00754,35,Male,Black,0,Low,0,College+,1,0.3362,0
J00755,49,Male,Hispanic,0,Medium,1,College+,1,0.2427,0
J00756,21,Male,Asian,0,High,0,College+,0,0.5135,0
J00757,47,Male,Black,1,Medium,0,HS Diploma,1,0.5776,1
J00758,48,Male,Black,0,High,1,Some College,1,0.391,0
J00759,35,Male,Black,0,High,1,Some College,0,0.556,1
J00760,22,Male,Black,0,Low,0,No HS,0,0.5608,1
J00761,49,Male,Hispanic,1,Low,0,Some College,0,0.6048,1
J00762,46,Male,White,1,Medium,0,College+,1,0.2895,0
J00763,29,Female,Black,0,Medium,1,HS Diploma,1,0.3134,0
J00764,32,Female,Black,0,Low,0,Some College,1,0.3869,0
J00765,32,Male,White,2,Medium,0,Some College,1,0.4816,0
J00766,52,Male,Black,1,Low,1,Some College,1,0.2791,0
J00767,52,Male,Black,1,High,1,College+,1,0.4724,0
J00768,60,Male,Hispanic,1,Low,1,No HS,1,0.4126,0
J00769,31,Male,White,0,Low,0,College+,0,0.3259,0
J00770,56,Male,Asian,0,High,1,Some College,1,0.3208,0
J00771,35,Female,Black,1,Medium,1,College+,0,0.4667,0
J00772,55,Male,Black,2,High,0,Some College,1,0.7229,1
J00773,39,Female,White,1,High,0,HS Diploma,1,0.5058,0
J00774,55,Male,Hispanic,1,Medium,0,College+,1,0.4102,0
J00775,28,Male,Black,2,Low,0,College+,0,0.6159,1
J00776,20,Female,White,1,Low,0,HS Diploma,1,0.4113,0
J00777,31,Male,White,2,Low,0,Some College,0,0.5938,1
J00778,61,Female,White,4,Low,0,No HS,1,0.7162,1
J00779,42,Male,Black,1,High,1,No HS,1,0.5996,1
J00780,31,Female,White,1,High,1,Some College,0,0.4608,0
J00781,64,Female,White,2,Medium,0,No HS,0,0.6976,1
J00782,48,Male,Other,1,Medium,0,HS Diploma,1,0.5136,0
J00783,42,Male,White,1,Medium,1,College+,1,0.2367,0
J00784,58,Male,Black,3,Low,0,College+,1,0.585,1
J00785,36,Male,White,1,Low,1,HS Diploma,1,0.2261,0
J00786,29,Male,Hispanic,1,Medium,1,No HS,0,0.4158,0
J00787,24,Male,Hispanic,0,Low,0,Some College,1,0.3489,0
J00788,31,Male,White,1,High,0,HS Diploma,1,0.6181,1
J00789,46,Male,Hispanic,3,Medium,0,No HS,1,0.6914,1
J00790,64,Female,Hispanic,1,Low,1,No HS,1,0.3745,0
J00791,31,Female,White,3,Medium,1,College+,0,0.4926,0
J00792,40,Male,Black,0,Medium,1,College+,1,0.2434,0
J00793,31,Male,Hispanic,0,Medium,0,College+,1,0.4645,0
J00794,40,Male,White,1,High,1,HS Diploma,1,0.4184,0
J00795,25,Male,Black,0,Low,1,Some College,1,0.1797,0
J00796,30,Male,Hispanic,0,Medium,0,College+,1,0.4139,0
J00797,53,Male,Other,0,Medium,1,Some College,1,0.2655,0
J00798,61,Male,Hispanic,1,High,1,HS Diploma,1,0.5647,1
J00799,18,Male,White,3,Low,0,College+,1,0.4875,0
J00800,54,Male,Black,0,Low,1,HS Diploma,1,0.3177,0
J00801,43,Female,White,0,Low,1,Some College,1,0.0889,0
J00802,21,Male,Black,4,Low,0,Some College,0,0.8136,1
J00803,33,Male,Hispanic,3,High,1,HS Diploma,0,0.8192,1
J00804,42,Male,White,2,High,1,No HS,1,0.6711,1
J00805,36,Male,Black,0,Medium,1,College+,1,0.2502,0
J00806,37,Female,Black,1,Medium,1,HS Diploma,1,0.4487,0
J00807,43,Male,White,0,Medium,1,HS Diploma,1,0.2275,0
J00808,49,Male,Black,1,High,0,Some College,1,0.6155,1
J00809,20,Female,Black,1,Medium,1,Some College,1,0.3329,0
J00810,24,Male,Black,1,Medium,0,College+,1,0.5362,0
J00811,49,Male,White,1,Medium,1,College+,1,0.2646,0
J00812,22,Male,Hispanic,3,Medium,1,HS Diploma,1,0.4924,0
J00813,38,Male,White,0,High,0,Some College,1,0.4945,0
J00814,47,Male,Hispanic,0,High,1,Some College,1,0.4388,0
J00815,37,Male,White,2,Medium,1,College+,1,0.3408,0
J00816,46,Female,White,2,Low,0,HS Diploma,1,0.4857,0
J00817,41,Male,Black,0,Medium,1,HS Diploma,0,0.4244,0
J00818,18,Female,Black,0,Medium,1,College+,1,0.2738,0
J00819,60,Female,Black,0,Low,1,HS Diploma,1,0.2118,0
J00820,42,Female,Hispanic,1,Low,0,HS Diploma,0,0.5399,0
J00821,44,Male,Black,0,Medium,1,College+,1,0.2404,0
J00822,42,Male,Black,2,Medium,1,HS Diploma,1,0.4581,0
J00823,38,Male,Hispanic,1,High,0,Some College,1,0.5687,1
J00824,34,Male,White,3,High,0,Some College,1,0.6831,1
J00825,45,Female,Hispanic,0,Low,0,HS Diploma,1,0.366,0
J00826,49,Female,Hispanic,0,Low,0,HS Diploma,1,0.3281,0
J00827,61,Female,White,3,Low,0,Some College,1,0.5909,1
J00828,51,Male,Black,0,High,1,HS Diploma,0,0.5441,0
J00829,39,Male,White,0,Low,0,College+,1,0.2089,0
J00830,59,Male,Asian,1,Low,1,HS Diploma,0,0.2774,0
J00831,36,Female,Black,1,Low,0,No HS,1,0.6002,1
J00832,25,Female,White,0,Low,1,Some College,0,0.2286,0
J00833,19,Male,Black,1,Low,1,HS Diploma,0,0.4142,0
J00834,22,Male,Hispanic,0,High,1,HS Diploma,1,0.4118,0
J00835,45,Female,Black,0,Low,0,College+,1,0.2818,0
J00836,21,Male,White,4,Low,1,HS Diploma,0,0.6234,1
